Nome,Previsto,Effettivo (2024),Differenza
Aleksander Paluszek,59.961254,63.0,3.038745880126953
Connor Barron,56.970196,60.0,3.029804229736328
Adam Wikman,52.973038,56.0,3.0269622802734375
Magnus Retsius Grødem,41.97593,45.0,3.0240707397460938
Cihan Çanak,35.976547,39.0,3.0234527587890625
Anton Eriksson,60.985107,64.0,3.014892578125
Francesco Lo Celso,59.01076,56.0,3.010761260986328
Daniel Bîrligea,22.003073,25.0,2.996927261352539
Himad Abdelli,56.011936,59.0,2.9880638122558594
Thomas Aquilina,54.986637,52.0,2.9866371154785156
Ousseni Bouda,22.976475,20.0,2.9764747619628906
Moritz Schulze,45.96162,43.0,2.961620330810547
Deji Elerewe,55.04348,58.0,2.9565200805664062
Rémy Descamps,45.951183,43.0,2.951183319091797
Baptiste Roux,63.052402,66.0,2.9475975036621094
Claudio Gomes,62.05255,65.0,2.94744873046875
Jamal Amofa,62.053596,65.0,2.9464035034179688
Oliver Sail,46.05597,49.0,2.94403076171875
Andreas Gülstorff,45.940575,43.0,2.9405746459960938
Jacob Davenport,60.939754,58.0,2.9397544860839844
Bruce Anderson,21.93307,19.0,2.9330692291259766
Johaneko Louis-Jean,60.932278,58.0,2.9322776794433594
Lewis Bate,55.08277,58.0,2.9172286987304688
Giannis Satsias,52.086983,55.0,2.9130172729492188
Linus Rosenlöcher,56.08809,59.0,2.9119110107421875
Mayckel Lahdo,29.903032,27.0,2.9030323028564453
Mehdi Merghem,50.896744,48.0,2.8967437744140625
Naouirou Ahamada,58.103466,61.0,2.896533966064453
Felix Passlack,63.113617,66.0,2.886383056640625
Tom Lebeau,52.118183,55.0,2.881816864013672
Jonathan Leko,37.87884,35.0,2.8788414001464844
Victor Bezerra,20.877829,18.0,2.877828598022461
Tope Fadahunsi,21.876352,19.0,2.876352310180664
Jacen Russell-Rowe,18.86726,16.0,2.867259979248047
Loreintz Rosier,64.13346,67.0,2.8665390014648438
Danylo Sikan,23.14295,26.0,2.8570499420166016
Aske Adelgaard,56.14332,59.0,2.8566818237304688
Nicolò Cambiaghi,35.154617,38.0,2.8453826904296875
Felix Beijmo,61.155624,64.0,2.8443756103515625
Xavier Simons,58.165245,61.0,2.8347549438476562
Iliman Ndiaye,34.16532,37.0,2.8346786499023438
Yan Dhanda,44.832817,42.0,2.8328170776367188
Ollie Tanner,25.827662,23.0,2.8276615142822266
Ethan Bristow,54.174553,57.0,2.8254470825195312
Sweden Fernandes,23.82098,21.0,2.8209800720214844
Juan Pablo Pignani,63.179745,66.0,2.8202552795410156
Doğukan Sinik,40.81806,38.0,2.8180618286132812
Bali Mumba,61.183895,64.0,2.8161048889160156
Ben Chrisene,53.186474,56.0,2.813526153564453
Missael Rodríguez,18.812069,16.0,2.8120689392089844
Joseph Gbode,20.80831,18.0,2.808309555053711
Søren Tengstedt,23.806843,21.0,2.806842803955078
Axel Bamba,61.19678,64.0,2.8032188415527344
Fabio Chiarodia,59.207146,62.0,2.7928543090820312
Malick Fofana,22.209557,25.0,2.7904434204101562
Marouan Azarkan,25.78928,23.0,2.7892799377441406
Thibault Klidje,23.211603,26.0,2.7883968353271484
Marvin Potzmann,61.215454,64.0,2.7845458984375
Jay Barnett,53.219894,56.0,2.7801055908203125
Rhys Williams,62.225494,65.0,2.774505615234375
Derek Mazou-Sacko,51.23222,54.0,2.767780303955078
Nnamdi Collins,58.235428,61.0,2.7645721435546875
Connor Taylor,62.236626,65.0,2.7633743286132812
Cameron Dummigan,56.23745,59.0,2.7625503540039062
Botond Balogh,62.242443,65.0,2.757556915283203
Maksymilian Pingot,57.248577,60.0,2.751422882080078
Michał Koj,57.259975,60.0,2.7400245666503906
Jakub Niemczyk,19.73876,17.0,2.738759994506836
Marcus Browne,30.737926,28.0,2.737926483154297
Lewis Dobbin,22.267029,25.0,2.73297119140625
Julian Guttau,35.269424,38.0,2.7305755615234375
Severin Ottiger,55.26953,58.0,2.73046875
Anthony Olusanya,22.728825,20.0,2.7288246154785156
Darren Robinson,53.274895,56.0,2.7251052856445312
Ransford-Yeboah Königsdörffer,38.29096,41.0,2.7090415954589844
Marcel Beifus,61.293858,64.0,2.7061424255371094
Antonio Marin,32.69716,30.0,2.6971588134765625
José-Enrique Ríos Alonso,60.30292,63.0,2.6970787048339844
Eric N'Jo,59.306168,62.0,2.6938323974609375
Junior Noguera,26.692387,24.0,2.6923866271972656
Lassine Sinayoko,23.316954,26.0,2.683046340942383
Isaac Ogundere,49.32452,52.0,2.6754798889160156
Albion Ademi,28.670557,26.0,2.6705570220947266
Thomas Kastanaras,24.666779,22.0,2.666778564453125
Di'Shon Bernard,64.33455,67.0,2.6654510498046875
Jamie Egan,51.338062,54.0,2.661937713623047
Gabriel David,49.33908,52.0,2.660919189453125
Abass Issah,29.659922,27.0,2.659921646118164
Abdoulie Sanyang,42.65531,40.0,2.6553115844726562
Nikhil Prabhu,49.34639,52.0,2.6536102294921875
Jacob Farrell,59.350773,62.0,2.6492271423339844
Kevin Höög Jansson,56.356472,59.0,2.6435279846191406
Carlos Mendes Gomes,33.633408,31.0,2.6334075927734375
Andy Smith,58.372337,61.0,2.6276626586914062
Nelson Weiper,22.372879,25.0,2.6271209716796875
Güven Yalçın,25.621262,23.0,2.6212615966796875
Cas Odenthal,64.37954,67.0,2.6204605102539062
Luciano Gondou,33.380325,36.0,2.6196746826171875
César Araújo,62.383007,65.0,2.616992950439453
Facundo Zabala,59.384422,62.0,2.6155776977539062
Janis Antiste,22.604689,20.0,2.6046886444091797
Ibrahima Camará,63.39532,66.0,2.6046791076660156
Emanuele Valeri,62.40198,65.0,2.5980186462402344
Adam Sørensen,52.40198,55.0,2.5980186462402344
Calvin Brackelmann,58.407738,61.0,2.5922622680664062
Jamil Siebert,62.408634,65.0,2.5913658142089844
Oliver Sonne,58.41263,61.0,2.587371826171875
Marinos Tzionis,23.413214,26.0,2.5867862701416016
Oussama El Azzouzi,58.417984,61.0,2.5820159912109375
Bećir Omeragić,63.422577,66.0,2.577423095703125
Tyler Smith,30.577364,28.0,2.577363967895508
Ísak Bergmann Jóhannesson,58.42612,61.0,2.5738792419433594
Ibrahim Said,26.572338,24.0,2.572338104248047
Caspar Jander,58.434025,61.0,2.5659751892089844
Kik Pierie,63.434666,66.0,2.5653343200683594
Linton Maina,26.438215,29.0,2.5617847442626953
Kelvin Ehibhatiomhan,21.553022,19.0,2.5530223846435547
Lenny Vallier,58.544945,56.0,2.5449447631835938
Khaled Narey,59.455902,62.0,2.544097900390625
Jasper Moon,61.45852,64.0,2.5414810180664062
Aimé Mabika,58.459045,61.0,2.54095458984375
Marco Kana,63.459988,66.0,2.5400123596191406
Will Richmond,26.538801,24.0,2.5388011932373047
James McManus,51.46301,54.0,2.5369911193847656
Guillermo Rendón,53.468937,56.0,2.5310630798339844
Yentl Van Genechten,58.472046,61.0,2.5279541015625
Leo Greiml,63.479828,66.0,2.520172119140625
Vicente Taborda,49.484764,52.0,2.5152359008789062
Giovanni Fabbian,55.485527,58.0,2.5144729614257812
Ethon Varian,23.512686,21.0,2.512685775756836
Hussein Carneil,26.511898,24.0,2.5118980407714844
Gaëtan Perrin,34.48948,37.0,2.5105209350585938
Vincy Barretto,26.508514,24.0,2.508514404296875
Salvatore Dario La Vardera,56.49411,59.0,2.505889892578125
Benjamin Bouchouari,49.494343,52.0,2.505657196044922
Julian Rieckmann,61.49486,64.0,2.505138397216797
John Kitolano,57.501827,55.0,2.5018272399902344
Loick Ayina,55.506695,58.0,2.493305206298828
Mats Knoester,64.5129,67.0,2.4870986938476562
Liam Kitching,62.51313,65.0,2.4868698120117188
Stefan Parkes,55.51746,58.0,2.4825401306152344
Ethan Bartlow,60.521088,63.0,2.478912353515625
Oscar Uddenäs,28.478302,26.0,2.478302001953125
Adrián Alcaraz,19.47371,17.0,2.4737091064453125
Harvey O'Brien,49.5274,52.0,2.4725990295410156
Anto Grgić,61.52872,64.0,2.4712791442871094
Joaquín Pombo,62.53245,65.0,2.467548370361328
Mamadou Tounkara,60.53425,63.0,2.4657516479492188
Juan Alexander Franco,58.53662,61.0,2.46337890625
Etienne Camara,59.536777,62.0,2.4632225036621094
Tayvon Gray,59.53755,62.0,2.4624481201171875
Samuel Rogers,61.538673,64.0,2.4613265991210938
Bryce Hosannah,55.458225,53.0,2.4582252502441406
Noah Katterbach,63.54905,66.0,2.4509506225585938
Frederik Jäkel,63.55116,66.0,2.448841094970703
Nesta Guinness-Walker,56.55322,59.0,2.4467811584472656
Juan Carlos Gauto,31.446281,29.0,2.4462814331054688
Louis Jones,37.554638,40.0,2.445362091064453
Sam Taylor,19.443575,17.0,2.443574905395508
Jeison Mina,60.56051,63.0,2.4394912719726562
Rahim Ali,26.436155,24.0,2.436155319213867
Adrien Louveau,59.564278,62.0,2.4357223510742188
Mandela Keita,61.56709,64.0,2.432910919189453
Marco John,60.56775,63.0,2.4322509765625
Úmaro Embaló,28.568539,31.0,2.4314613342285156
Teden Mengi,62.56894,65.0,2.431060791015625
Tom Geerkens,54.57077,57.0,2.429229736328125
Sander Moen Foss,61.580505,64.0,2.41949462890625
Joshua Mees,23.418846,21.0,2.4188461303710938
Shayden Morris,25.416996,23.0,2.4169960021972656
Franklin Nyenetue,28.413998,26.0,2.4139976501464844
Charles Vanhoutte,61.59039,64.0,2.4096107482910156
Vetle Skjærvik,59.594467,62.0,2.4055328369140625
Mads Enggård,55.596035,58.0,2.4039649963378906
Alex Mighten,29.400576,27.0,2.400575637817383
Albert Hofman,29.39983,27.0,2.399829864501953
Antwoine Hackford,20.39877,18.0,2.3987693786621094
Jake Vokins,55.603554,58.0,2.3964462280273438
Duplexe Tchamba,62.60822,65.0,2.3917808532714844
Sebastian Stolze,26.61019,29.0,2.389810562133789
Filippo Ranocchia,58.611042,61.0,2.388957977294922
Jacob Ondrejka,43.615265,46.0,2.384735107421875
Toby Savin,42.616207,45.0,2.3837928771972656
Abdourahmane Barry,62.616745,65.0,2.3832550048828125
Theocharis Tsingaras,64.61941,67.0,2.3805923461914062
Kian Fitz-Jim,57.620285,60.0,2.3797149658203125
Ezequiel Herrera,57.62041,60.0,2.379589080810547
Kevin Rüegg,62.622795,65.0,2.3772048950195312
Santiago Visentin,58.62539,61.0,2.3746109008789062
Patrick Nwadike,57.62906,60.0,2.370941162109375
Aimen Moueffek,62.62915,65.0,2.370849609375
Otto Rosengren,47.634277,50.0,2.36572265625
Berkan Taz,33.365414,31.0,2.3654136657714844
Patrik Mercado,54.640594,57.0,2.359405517578125
Nikolas Sattlberger,55.641254,58.0,2.358745574951172
Dante Sealy,21.355305,19.0,2.355304718017578
Mads Søndergaard,44.64858,47.0,2.351421356201172
Jonatas Santos,28.348724,26.0,2.348724365234375
Brian Plat,60.651566,63.0,2.3484344482421875
Mohammed Al Oufi,49.652496,52.0,2.347503662109375
Marius Ștefănescu,55.652958,58.0,2.3470420837402344
Antonino Gallo,60.65331,63.0,2.346691131591797
John Iredale,23.346138,21.0,2.3461380004882812
Adam Wilk,44.344208,42.0,2.344207763671875
Jack Hamilton,43.656155,46.0,2.3438453674316406
Sebastiano Esposito,37.33907,35.0,2.339069366455078
Marco Antonio Angulo,57.66099,60.0,2.339008331298828
Adam Montgomery,54.66741,57.0,2.3325881958007812
Louie Sibley,54.670406,57.0,2.3295936584472656
Othmane Boussaid,46.32762,44.0,2.3276214599609375
Henrik Heggheim,62.67598,65.0,2.3240203857421875
Fatih Kaya,26.321344,24.0,2.3213443756103516
Dilane Bakwa,32.320465,30.0,2.320465087890625
Sekou Sidibe,31.319906,29.0,2.319906234741211
Abdulelah Al Shammari,35.31823,33.0,2.3182296752929688
Lucas Soto,57.317825,55.0,2.3178253173828125
Dominik Schad,60.31445,58.0,2.3144493103027344
Elkan Baggott,57.694225,60.0,2.305774688720703
Michel Ndary Adopo,59.69701,62.0,2.302989959716797
Sebastian Wade,61.697506,64.0,2.3024940490722656
Þórir Jóhann Helgason,50.302116,48.0,2.3021163940429688
Tashreeq Matthews,32.301834,30.0,2.3018341064453125
James Gomez,60.699306,63.0,2.3006935119628906
Reece Cole,47.299862,45.0,2.2998619079589844
Hubert Szulc,19.29795,17.0,2.2979507446289062
Tony Gallacher,57.286568,55.0,2.2865676879882812
Robert Street,27.716908,30.0,2.283092498779297
Seok-ju Hong,25.282593,23.0,2.2825927734375
Yannik Engelhardt,60.717453,63.0,2.2825469970703125
Luke Ivanovic,24.282455,22.0,2.2824554443359375
Noah De Ridder,48.718227,51.0,2.2817726135253906
Uğurcan Yazğılı,60.719315,63.0,2.2806854248046875
Jeremías James,61.721363,64.0,2.278636932373047
Doğucan Haspolat,62.723354,65.0,2.2766456604003906
Aapo Halme,60.725567,63.0,2.274433135986328
Mateusz Praszelik,36.72797,39.0,2.2720298767089844
Emeka Friday Eze,28.271109,26.0,2.271108627319336
Ionuț Andres,54.732048,57.0,2.2679519653320312
Faris Pemi Moumbagna,24.735128,27.0,2.264871597290039
Mor Ndiaye,63.741673,66.0,2.2583274841308594
Gino Fechner,61.742016,64.0,2.257984161376953
Leon Augustine,28.257793,26.0,2.257793426513672
Vontae Daley-Campbell,55.257618,53.0,2.257617950439453
Paul Ramfangzauva,49.256657,47.0,2.2566566467285156
Zidane Iqbal,49.744423,52.0,2.2555770874023438
Felix Götze,62.757923,65.0,2.242076873779297
Isak Helstad Amundsen,61.764515,64.0,2.235485076904297
Michel Stöcker,59.765427,62.0,2.2345733642578125
Rijad Sadiku,57.76813,60.0,2.2318687438964844
Ryan Duncan,36.782967,39.0,2.2170333862304688
Will Sands,54.78554,57.0,2.214458465576172
Marvin Senaya,61.78699,64.0,2.2130088806152344
Gökhan Akkan,45.787113,48.0,2.2128868103027344
Taylor Richards,52.21105,50.0,2.211048126220703
Jack Byrne,52.209267,50.0,2.2092666625976562
Jasper Pattenden,47.206303,45.0,2.2063026428222656
Tyreke Wilson,56.20425,54.0,2.2042503356933594
Ramiro Ruiz Rodríguez,35.796867,38.0,2.2031326293945312
Jake Girdwood-Reich,51.79737,54.0,2.2026290893554688
Kobe Hernández-Foster,56.7981,59.0,2.2019004821777344
Souleymane Diaby,55.79897,58.0,2.201030731201172
Peer Koopmeiners,60.80119,63.0,2.198810577392578
Florian Stritzel,36.193764,34.0,2.1937637329101562
Serge-Philippe Raux-Yao,59.808075,62.0,2.191925048828125
Darragh Markey,43.190968,41.0,2.190967559814453
Alex Mitchell,60.811676,63.0,2.188323974609375
Ali Youssef,38.18572,36.0,2.185718536376953
Hayden Muller,57.81545,60.0,2.184551239013672
Ifeanyi Mathew,62.81653,65.0,2.1834716796875
Bobby Faulkner,54.817253,57.0,2.1827468872070312
Marco Farfan,61.817974,64.0,2.182025909423828
Harry Leonard,20.181828,18.0,2.1818275451660156
Luke Heeney,51.821667,54.0,2.178333282470703
Filip Bilbija,33.176846,31.0,2.1768455505371094
Franco Fagúndez,28.176138,26.0,2.176137924194336
Diego Calcaterra,62.82575,65.0,2.1742515563964844
Edward Chilufya,29.172756,27.0,2.1727561950683594
Ryan Hardie,26.17275,24.0,2.172750473022461
Tom Fellows,21.171627,19.0,2.1716270446777344
Siriné Doucouré,22.833313,25.0,2.16668701171875
Christian Kinsombi,33.16647,31.0,2.1664695739746094
Ashley Phillips,57.838257,60.0,2.1617431640625
Matisse Samoise,61.83998,64.0,2.1600189208984375
Lenny Joseph,19.843987,22.0,2.1560134887695312
Kieron Bowie,29.846174,32.0,2.1538257598876953
Claudiu Negoescu,34.152306,32.0,2.1523056030273438
Augustine Boakye,28.150011,26.0,2.1500110626220703
Julius Eskesen,55.1458,53.0,2.145801544189453
Marwan Al Sahafi,27.138441,25.0,2.1384410858154297
Håkon Røsten,54.868885,57.0,2.131114959716797
Will Ferry,51.870632,54.0,2.1293678283691406
Brandon Comley,61.127502,59.0,2.12750244140625
Patrick Yazbek,58.876038,61.0,2.12396240234375
Johnny Koutroumbis,60.879204,63.0,2.1207962036132812
August Mikkelsen,30.880337,33.0,2.1196632385253906
Nadir Zortea,63.88439,66.0,2.1156082153320312
Amario Cozier-Duberry,30.112696,28.0,2.1126956939697266
Aniket Jadhav,30.109478,28.0,2.109477996826172
Kader Keïta,56.893116,59.0,2.106884002685547
Falko Michel,61.104813,59.0,2.1048126220703125
Dujon Sterling,62.895496,65.0,2.104503631591797
Patricio Pizarro,61.89754,64.0,2.102458953857422
Caleb Zady Sery,23.102173,21.0,2.1021728515625
Calvin Twigt,58.898445,61.0,2.1015548706054688
Laldinliana Renthlei,56.100746,54.0,2.1007461547851562
Bledian Krasniqi,53.899986,56.0,2.1000137329101562
Georgios Sideras,59.903496,62.0,2.0965042114257812
Victor Larsson,57.90383,60.0,2.0961685180664062
Wojciech Łaski,49.095505,47.0,2.0955047607421875
Jesper Ceesay,56.90479,59.0,2.0952110290527344
Pragyan Gogoi,48.093555,46.0,2.093555450439453
Yukhym Konoplia,61.90677,64.0,2.093231201171875
Antonino La Gumina,33.90778,36.0,2.0922203063964844
Marian Danciu,31.083744,29.0,2.0837440490722656
Franco Zapiola,47.921696,50.0,2.0783042907714844
Daniele Sommariva,44.074764,42.0,2.0747642517089844
Jay Matete,61.928997,64.0,2.071002960205078
Emanuel Aiwu,62.92942,65.0,2.0705795288085938
Kelland Watts,62.929756,65.0,2.0702438354492188
Lars Lukas Mai,62.930664,65.0,2.0693359375
Faride Alidou,30.069138,28.0,2.0691375732421875
Victor Bobsin,62.934074,65.0,2.0659255981445312
Jakub Kadak,38.93723,41.0,2.0627708435058594
Simon Straudi,56.94534,59.0,2.0546607971191406
Thierry Small,53.949245,56.0,2.0507545471191406
Thierno Baldé,60.949505,63.0,2.050495147705078
Enzo Cornelisse,62.954014,65.0,2.0459861755371094
Niklas Geyrhofer,62.957497,65.0,2.0425033569335938
Niclas Stierlin,61.962536,64.0,2.037464141845703
Elia Caprile,45.96283,48.0,2.03717041015625
Sayfallah Ltaief,33.037018,31.0,2.037017822265625
Colin Rösler,58.964428,61.0,2.035572052001953
Franz Roggow,51.965458,54.0,2.0345420837402344
Matthis Riou,61.966984,64.0,2.0330162048339844
Simone Canestrelli,62.967056,65.0,2.0329437255859375
Ilija Vukotić,61.96896,64.0,2.0310401916503906
Gian Nardelli,63.970222,66.0,2.0297775268554688
Hugo Vandermersch,62.97228,65.0,2.027721405029297
Adrian Benedyczak,29.980755,32.0,2.019245147705078
Sacha Delaye,51.987843,54.0,2.012157440185547
Simon Asta,61.987965,64.0,2.012035369873047
Lewin Blum,56.991528,59.0,2.008472442626953
Jordan James,62.00537,60.0,2.00537109375
Antonio Foti,50.99589,53.0,2.004108428955078
Nicolas Milanovic,32.999813,35.0,2.0001869201660156
Wiktor Długosz,52.99867,51.0,1.9986686706542969
Brandon Soppy,63.00241,65.0,1.997589111328125
Matt Baker,58.004684,60.0,1.9953155517578125
Bartłomiej Wdowik,57.9932,56.0,1.9931983947753906
Amin Farouk,36.992596,35.0,1.9925956726074219
Dennis Borkowski,29.011847,31.0,1.9881534576416016
Andrei Dragu,53.01238,55.0,1.9876213073730469
Yassin Belkhdim,57.013542,59.0,1.9864578247070312
Kaan Caliskaner,21.01695,23.0,1.9830493927001953
Tommy Lonergan,22.982767,21.0,1.982767105102539
Agustín Cayetano,64.02016,66.0,1.9798431396484375
Ibrahima Kébé,63.02074,65.0,1.9792594909667969
Dembo Sylla,54.021233,56.0,1.9787673950195312
Luke Robinson,54.97407,53.0,1.9740715026855469
Florian Kleinhansl,55.971676,54.0,1.9716758728027344
Jasper van der Werff,65.03297,67.0,1.9670333862304688
Arthur Okonkwo,45.960163,44.0,1.9601631164550781
Gabrijel Rukavina,25.957106,24.0,1.9571056365966797
Joseph Forde,46.0456,48.0,1.9543991088867188
Brahima Diarra,32.953777,31.0,1.9537773132324219
Máximo Perrone,65.046326,67.0,1.95367431640625
Jan Mlakar,26.047808,28.0,1.9521923065185547
Couhaib Driouech,27.95128,26.0,1.9512805938720703
Thibaut Vargas,61.048737,63.0,1.951263427734375
Anthony Roncaglia,61.04876,63.0,1.9512405395507812
Dominik Kother,22.949705,21.0,1.9497051239013672
Orri Óskarsson,26.05278,28.0,1.9472198486328125
Felix Agu,60.052837,62.0,1.9471626281738281
Jusef Erabi,26.9464,25.0,1.9463996887207031
Manfred Ugalde,27.05475,29.0,1.9452495574951172
Florent Muslija,31.943453,30.0,1.9434528350830078
Cyril Ngonge,33.05766,35.0,1.9423408508300781
David Olsson,46.06075,48.0,1.9392509460449219
Tommy Leigh,54.93739,53.0,1.9373893737792969
Madou Touré,55.067444,57.0,1.93255615234375
Tom Lacoux,62.081238,64.0,1.91876220703125
Brooke Norton-Cuffy,58.083885,60.0,1.9161148071289062
Maxime Bastian,57.085167,59.0,1.9148330688476562
Yusuf Barası,22.910599,21.0,1.9105987548828125
Rocco Reitz,54.089912,56.0,1.9100875854492188
Martin Baturina,57.092793,59.0,1.9072074890136719
Mateusz Żyro,61.095577,63.0,1.9044227600097656
Cosmin Bucuroiu,26.897303,25.0,1.8973026275634766
Cisse Sandra,35.102913,37.0,1.8970870971679688
Ezequiel Alfonso,26.895798,25.0,1.8957977294921875
Jamie Bynoe-Gittens,25.894556,24.0,1.8945560455322266
Reece McAlear,45.107613,47.0,1.8923873901367188
Romeo Amane,47.110943,49.0,1.8890571594238281
Amarjit Singh Kiyam,50.888294,49.0,1.8882942199707031
Reo Griffiths,25.884554,24.0,1.8845539093017578
Dominic Solanke,26.116514,28.0,1.8834857940673828
Komal Thatal,27.881264,26.0,1.8812637329101562
Lion Schuster,61.119392,63.0,1.8806076049804688
Victor Adeboyejo,28.880064,27.0,1.8800640106201172
Kevin Paredes,54.87892,53.0,1.8789215087890625
Matías Ramírez,26.12182,28.0,1.8781795501708984
Emanuel Emegha,28.122704,30.0,1.8772964477539062
Lewis Fiorini,54.12372,56.0,1.87628173828125
Oliver Tipton,52.130085,54.0,1.8699150085449219
Pierre Dwomoh,51.13061,53.0,1.8693885803222656
Musa Juwara,29.868896,28.0,1.868896484375
Franco Carboni,58.134834,60.0,1.8651657104492188
Elayis Tavşan,25.86021,24.0,1.8602104187011719
Othman Al Othman,20.859068,19.0,1.8590679168701172
Leandro Lozano,63.141136,65.0,1.8588638305664062
Ayman Aiki,26.85739,25.0,1.8573894500732422
Mario Šuver,62.143505,64.0,1.8564949035644531
Tomás Silva,57.145737,59.0,1.8542633056640625
Jack Ellis,51.148197,53.0,1.8518028259277344
Daan Heymans,54.154675,56.0,1.8453254699707031
Ethan Erhahon,61.15637,63.0,1.8436317443847656
Mamadou Doucouré,60.160603,62.0,1.8393974304199219
Joshua Wilson-Esbrand,54.161987,56.0,1.8380126953125
Kevin Jensen,21.836723,20.0,1.8367233276367188
Pat Jones,30.83088,29.0,1.8308792114257812
Filip Stevanović,36.83046,35.0,1.8304595947265625
Noureddine El Bahhar,31.828762,30.0,1.8287620544433594
Amadou Ciss,52.826656,51.0,1.8266563415527344
Luca Marseiler,36.824936,35.0,1.8249359130859375
Charlie Lakin,57.175323,59.0,1.824676513671875
Mohammed Al Qunayan,51.175404,53.0,1.8245964050292969
Santiago Ramos Mingo,61.178173,63.0,1.8218269348144531
Luca Kerber,58.179928,60.0,1.8200721740722656
Marvin De Lima,25.818409,24.0,1.8184089660644531
Faisal Ali,30.813625,29.0,1.8136253356933594
Santiago Castro,32.186478,34.0,1.8135223388671875
Zac Sapsford,30.19089,32.0,1.8091106414794922
Juan Arias,58.19265,60.0,1.8073501586914062
Kostandinos Grozos,55.804577,54.0,1.8045768737792969
Cole Bassett,57.196144,59.0,1.8038558959960938
Harvey Macadam,54.19732,56.0,1.8026809692382812
Jake Rooney,57.197502,59.0,1.8024978637695312
Felix Platte,23.198198,25.0,1.8018016815185547
Kamil Pestka,62.201305,64.0,1.7986946105957031
Muharem Huskovic,20.798529,19.0,1.7985286712646484
Romoney Crichlow,61.20254,63.0,1.7974586486816406
Miguel Chaiwa,51.20293,53.0,1.7970695495605469
James Furlong,55.20322,57.0,1.7967796325683594
Lewis Gordon,54.203243,56.0,1.7967567443847656
Jordhy Thompson,23.795078,22.0,1.7950782775878906
Alessio Besio,26.794998,25.0,1.7949981689453125
Mohamed Daramy,27.79325,26.0,1.7932491302490234
Joseph Hungbo,34.790085,33.0,1.7900848388671875
Juan José Heinze,40.78906,39.0,1.7890586853027344
Giacomo Vrioni,24.785501,23.0,1.785501480102539
Momodou Lamin Sonko,19.784819,18.0,1.7848186492919922
Dylan Portilla,56.782654,55.0,1.78265380859375
Owen Dale,29.2205,31.0,1.7794990539550781
Callum Timmins,56.778652,55.0,1.7786521911621094
Jonathan Panzo,65.22196,67.0,1.7780380249023438
Ben Purrington,60.774548,59.0,1.7745475769042969
Abdoul Fessal Tapsoba,23.772572,22.0,1.7725715637207031
Marcel Zylla,38.768692,37.0,1.7686920166015625
Gatlin O'Donkor,26.76856,25.0,1.7685604095458984
Aidomo Emakhu,19.767847,18.0,1.7678470611572266
Domingos Quina,45.764366,44.0,1.7643661499023438
Rarmani Edmonds-Green,64.244804,66.0,1.7551956176757812
Haissem Hassan,27.755175,26.0,1.7551746368408203
Leon Dajaku,22.754751,21.0,1.754751205444336
Mohamed Sankoh,22.245407,24.0,1.7545928955078125
Jani Atanasov,61.245853,63.0,1.7541465759277344
Promise Omochere,41.246986,43.0,1.7530136108398438
Mohamed El Arouch,52.74883,51.0,1.7488288879394531
Valentín Gómez,65.252235,67.0,1.7477645874023438
Alex Nolan,36.746593,35.0,1.7465934753417969
Kyle Hudlin,26.745356,25.0,1.7453556060791016
Sonny Carey,37.255882,39.0,1.7441177368164062
Daniel Kanu,21.74012,20.0,1.7401199340820312
Gabriel Slonina,39.259933,41.0,1.7400665283203125
Michael Gallagher,51.262337,53.0,1.7376632690429688
Serkan Asan,61.26586,63.0,1.7341384887695312
Edward Caspers,41.268013,43.0,1.7319869995117188
Michał Feliks,25.729715,24.0,1.729715347290039
Andres Jasson,39.271095,41.0,1.7289047241210938
Kristers Tobers,62.272266,64.0,1.7277336120605469
Kamil Dankowski,58.727306,57.0,1.7273063659667969
Oliver Fobassam,58.27427,60.0,1.7257308959960938
Juan Boselli,24.72522,23.0,1.7252197265625
Abundance Salaou,51.27819,53.0,1.7218093872070312
Ninthoi Meetei,30.721144,29.0,1.7211437225341797
Kasey McAteer,46.281437,48.0,1.7185630798339844
Arnaud Lusamba,62.282364,64.0,1.7176361083984375
Yegor Matsenko,53.287052,55.0,1.7129478454589844
Conor Kane,53.712082,52.0,1.7120819091796875
Conan Noonan,19.711224,18.0,1.7112236022949219
Malek Al Darwish,37.706665,36.0,1.7066650390625
Andri Lucas Guðjohnsen,27.705898,26.0,1.7058982849121094
Jack Sparkes,56.294357,58.0,1.7056427001953125
Jacob Wakeling,22.701427,21.0,1.7014274597167969
Killian Corredor,25.700747,24.0,1.7007465362548828
Daniel Chesters,33.697643,32.0,1.6976432800292969
Malik Batmaz,24.69547,23.0,1.6954708099365234
Quentin Bena,60.694958,59.0,1.6949577331542969
Muhammed Nemil,36.6933,35.0,1.69329833984375
Noah Bischof,23.692953,22.0,1.692953109741211
Mark Natta,59.30941,61.0,1.6905899047851562
Maximilian Breunig,23.312984,25.0,1.6870155334472656
Mamadou Coulibaly,62.32009,64.0,1.6799087524414062
Jannes Wulff,52.322186,54.0,1.6778144836425781
Augusto Schott,60.67516,59.0,1.6751594543457031
Luke Mbete,60.671917,59.0,1.6719169616699219
Patricio Ostachuk,60.328186,62.0,1.67181396484375
Carlos Esparragoza,62.329678,64.0,1.6703224182128906
Abdullah Al Enazi,26.669552,25.0,1.6695518493652344
Jamie Mullins,29.669468,28.0,1.6694679260253906
Nawaf Al Rashoudi,32.666813,31.0,1.6668128967285156
Oscar Luigi Fraulo,53.339275,55.0,1.6607246398925781
