Nome,Target,Previsto,Effettivo (2024),Differenza
Dominique Youfeigane,shooting,47.54421,61.0,13.455791473388672
Kacper Bieszczad,shooting,47.54427,61.0,13.455730438232422
Niklas Sauter,shooting,47.54433,61.0,13.455669403076172
Fabio Rosales,shooting,47.544395,61.0,13.455604553222656
Paul Tschernuth,shooting,47.545784,61.0,13.454216003417969
Justin Heekeren,shooting,47.54726,61.0,13.452739715576172
Theo Sander,shooting,47.549465,61.0,13.45053482055664
Folarin Balogun,shooting,65.61591,79.0,13.384086608886719
Habib Diarra,shooting,39.616295,53.0,13.383705139160156
Naouirou Ahamada,shooting,47.63473,61.0,13.36526870727539
Christos Zafeiris,shooting,51.705204,65.0,13.294795989990234
Junior Mwanga,shooting,31.729214,45.0,13.27078628540039
Kailin Barlow,shooting,36.77469,50.0,13.225311279296875
Felix Götze,shooting,36.86926,50.0,13.130741119384766
Nicolas Milanovic,shooting,45.038822,58.0,12.961177825927734
Mirko Antonucci,shooting,55.130898,68.0,12.869102478027344
Daniel Wilmering,shooting,30.340101,43.0,12.65989875793457
Noah Smith,shooting,34.40015,47.0,12.599849700927734
Denis Huseinbašić,shooting,49.4329,62.0,12.567100524902344
Žan Kolmanič,shooting,39.453957,52.0,12.546043395996094
Jakob Tånnander,shooting,47.543243,60.0,12.456756591796875
Edoardo Corvi,shooting,47.54335,60.0,12.456649780273438
Sam Karssies,shooting,47.5436,60.0,12.456401824951172
Davy Rouyard,shooting,47.543674,60.0,12.45632553100586
Patrick Schulte,shooting,47.54368,60.0,12.456321716308594
Youri Schoonderwaldt,shooting,47.54379,60.0,12.45621109008789
Emre Bilgin,shooting,47.54383,60.0,12.456169128417969
Lasse Schulz,shooting,47.543877,60.0,12.456123352050781
Tomás Durso,shooting,47.54388,60.0,12.456119537353516
Cieran Slicker,shooting,47.54393,60.0,12.456069946289062
Jakub Stolarczyk,shooting,47.543972,60.0,12.45602798461914
Yannick Pandor,shooting,47.544033,60.0,12.45596694946289
Jędrzej Grobelny,shooting,47.54414,60.0,12.455860137939453
George Marks,shooting,47.54443,60.0,12.455570220947266
Thomas Hasal,shooting,47.544495,60.0,12.45550537109375
Lucien Hawryluk,shooting,47.54453,60.0,12.45547103881836
John Pulskamp,shooting,47.54458,60.0,12.455421447753906
Tobe Leysen,shooting,47.54458,60.0,12.455421447753906
Edward McGinty,shooting,47.54493,60.0,12.455070495605469
Benjamin Ozegovic,shooting,47.545033,60.0,12.454967498779297
Denis Franchi,shooting,47.545902,60.0,12.454097747802734
Vítězslav Jaroš,shooting,47.551388,60.0,12.448612213134766
Louis Jones,shooting,47.568016,60.0,12.431983947753906
Joel Coleman,shooting,47.576725,60.0,12.423274993896484
Saikou Touray,shooting,39.62023,52.0,12.379768371582031
Mark O'Hara,shooting,54.74018,67.0,12.259819030761719
Jordan Graham,shooting,51.750134,64.0,12.249866485595703
Antonio Candela,shooting,41.927475,54.0,12.072525024414062
Bradley Barcola,shooting,60.941357,73.0,12.058643341064453
Ryan Duncan,shooting,42.970436,55.0,12.029563903808594
Caleb Wiley,shooting,24.045094,36.0,11.954906463623047
Adrian Gantenbein,shooting,29.045597,41.0,11.954402923583984
Fabian Rieder,shooting,57.05164,69.0,11.948360443115234
Enzo Tchato,shooting,32.061935,44.0,11.938064575195312
Tyronne Ebuehi,shooting,39.088966,51.0,11.911033630371094
Cédric Zesiger,shooting,33.09589,45.0,11.904109954833984
Valerio Mastrantonio,shooting,44.123207,56.0,11.876792907714844
Kian Leavy,shooting,40.15362,52.0,11.846378326416016
Nectarios Triantis,shooting,22.197418,34.0,11.802581787109375
Mats Wieffer,shooting,52.258442,64.0,11.741558074951172
Mamadou Fofana,shooting,39.362133,51.0,11.637866973876953
Yassine Kechta,shooting,46.36283,58.0,11.637168884277344
Oday Dabbagh,shooting,63.382572,75.0,11.617427825927734
Hugo Larsson,shooting,44.448326,56.0,11.551673889160156
Barry Cotter,shooting,40.449173,52.0,11.550827026367188
Tjark Ernst,shooting,47.543293,59.0,11.456707000732422
Jake Turner,shooting,47.543407,59.0,11.456592559814453
Tom Hendriks,shooting,47.543503,59.0,11.456497192382812
Krzysztof Bąkowski,shooting,47.54352,59.0,11.456478118896484
Maximilian Braune,shooting,47.543728,59.0,11.45627212524414
Sławomir Abramowicz,shooting,47.54382,59.0,11.456180572509766
James Delianov,shooting,47.54383,59.0,11.456169128417969
