Nome,Target,Previsto,Effettivo (2024),Differenza
Viljami Sinisalo,passing,51.678574,63.0,11.321426391601562
Amir Saipi,passing,51.67977,63.0,11.320228576660156
Bartosz Mrozek,passing,51.680256,63.0,11.319744110107422
Justin Heekeren,passing,51.683746,63.0,11.316253662109375
Hakon Valdimarsson,passing,51.68881,63.0,11.31119155883789
Hans Christian Bernat,passing,51.69556,63.0,11.304439544677734
Jordan Bos,passing,49.701283,61.0,11.298717498779297
Alfie Chang,passing,46.78392,58.0,11.216079711914062
Filip Szymczak,passing,43.80866,55.0,11.191341400146484
Moritz Broschinski,passing,45.82386,57.0,11.176139831542969
Connor Roberts,passing,59.836052,71.0,11.163948059082031
Hayden Hackney,passing,57.86503,69.0,11.134971618652344
Noé Lebreton,passing,48.944424,60.0,11.05557632446289
Jerry Yates,passing,46.02718,57.0,10.972820281982422
Jordhy Thompson,passing,52.14086,63.0,10.859138488769531
Tyler Roberts,passing,52.14973,63.0,10.850269317626953
Aske Adelgaard,passing,35.18052,46.0,10.819480895996094
Miles Leaburn,passing,37.284298,48.0,10.715702056884766
Zeno Debast,passing,57.375675,68.0,10.624324798583984
Folarin Balogun,passing,51.407993,62.0,10.59200668334961
Falko Michel,passing,46.415318,57.0,10.58468246459961
Jens Odgaard,passing,57.522427,68.0,10.47757339477539
Yusuf Erdoğan,passing,55.551086,66.0,10.44891357421875
Saxon Earley,passing,46.630207,57.0,10.369792938232422
Leny Meyer,passing,35.659187,46.0,10.340812683105469
Alexandre Pierre,passing,51.66927,62.0,10.330730438232422
Oliver Petersen,passing,51.669357,62.0,10.330642700195312
Gabriel Slonina,passing,51.67016,62.0,10.329841613769531
Samuel Brolin,passing,51.670967,62.0,10.329032897949219
Jonas Urbig,passing,51.67102,62.0,10.3289794921875
Jonas Kersken,passing,51.672043,62.0,10.327957153320312
Anthony Racioppi,passing,51.674686,62.0,10.325313568115234
Cameron Cook,passing,51.675053,62.0,10.324947357177734
Gabriel Kobylak,passing,51.675056,62.0,10.324943542480469
Teddy Boulhendi,passing,51.675194,62.0,10.324806213378906
Magnus Sjøeng,passing,51.67594,62.0,10.324058532714844
Xavier Dziekoński,passing,51.676075,62.0,10.323925018310547
George Wickens,passing,51.67707,62.0,10.322929382324219
Michele Cerofolini,passing,51.677097,62.0,10.32290267944336
Taye Ashby-Hammond,passing,51.67835,62.0,10.321651458740234
Martin Delavallée,passing,51.679863,62.0,10.320137023925781
Jonathan Lima,passing,51.68011,62.0,10.319889068603516
Ivan Nevistić,passing,51.6829,62.0,10.317100524902344
Markus Schubert,passing,51.68567,62.0,10.3143310546875
Nathan Baxter,passing,51.69077,62.0,10.30923080444336
Joel Coleman,passing,51.691185,62.0,10.308815002441406
Joe Walsh,passing,51.69146,62.0,10.308540344238281
Anton Eriksson,passing,38.697937,49.0,10.30206298828125
Theo Sander,passing,51.69894,62.0,10.30105972290039
Dimitar Mitov,passing,51.69996,62.0,10.300041198730469
Cédric Zesiger,passing,46.72533,57.0,10.274669647216797
Martin Moormann,passing,37.893944,48.0,10.106056213378906
Simon Ebonog,passing,48.908596,59.0,10.09140396118164
Saël Kumbedi,passing,51.914127,62.0,10.085872650146484
Bruno Valdez,passing,47.92321,58.0,10.076789855957031
Sascha Horvath,passing,59.976833,70.0,10.02316665649414
Daniel Svensson,passing,53.000164,63.0,9.999835968017578
Aaron Drewe,passing,35.01748,45.0,9.982521057128906
Lewin Blum,passing,46.059055,56.0,9.94094467163086
Brooklyn Ezeh,passing,49.05936,59.0,9.94063949584961
Matías Vera,passing,54.134064,64.0,9.865936279296875
Logan Costa,passing,39.198772,49.0,9.801227569580078
Victor Loturi,passing,52.200294,62.0,9.799705505371094
Jean Hugonet,passing,42.22758,52.0,9.772418975830078
Thierry Small,passing,41.329933,51.0,9.670066833496094
Baran Mogultay,passing,44.375713,54.0,9.624286651611328
Giovanni Fabbian,passing,57.378124,67.0,9.621875762939453
Tyler Morton,passing,61.3995,71.0,9.60049819946289
Paul Joly,passing,45.406746,55.0,9.593254089355469
Václav Černý,passing,57.412064,67.0,9.587936401367188
Ajibola Alese,passing,42.492485,52.0,9.507514953613281
Justin Butler,passing,41.512222,51.0,9.487777709960938
Adamo Nagalo,passing,45.52668,55.0,9.473320007324219
Jordan Brown,passing,44.529846,54.0,9.47015380859375
Louis Patris,passing,51.535778,61.0,9.464221954345703
Cihan Çanak,passing,53.576557,63.0,9.423442840576172
Darren Yapi,passing,34.58219,44.0,9.417808532714844
Yankuba Minteh,passing,44.604137,54.0,9.395862579345703
Bilal Brahimi,passing,56.61254,66.0,9.387458801269531
Federico Redondo,passing,60.655983,70.0,9.344017028808594
Philipp Treu,passing,56.657516,66.0,9.342483520507812
Justin Ferizaj,passing,45.660637,55.0,9.339363098144531
Christos Talichmanidis,passing,51.66873,61.0,9.331268310546875
Kjell Peersman,passing,51.670647,61.0,9.329353332519531
Toni Stahl,passing,51.671158,61.0,9.328842163085938
Daniel Adamczyk,passing,51.673244,61.0,9.32675552368164
Erdem Canpolat,passing,51.67339,61.0,9.326610565185547
Thomas Himeur,passing,51.674152,61.0,9.325847625732422
Garissone Innocent,passing,51.675068,61.0,9.324932098388672
Jan-Christoph Bartels,passing,51.6752,61.0,9.324798583984375
Lennart Grill,passing,51.6762,61.0,9.323799133300781
Barry Lauwers,passing,51.677166,61.0,9.322834014892578
Niclas Thiede,passing,51.67737,61.0,9.3226318359375
Sem Westerveld,passing,51.67848,61.0,9.321521759033203
Steven Benda,passing,51.679783,61.0,9.32021713256836
Tyronne Ebuehi,passing,50.680088,60.0,9.31991195678711
Vítězslav Jaroš,passing,51.68774,61.0,9.312259674072266
Will Fish,passing,42.696472,52.0,9.30352783203125
Orri Óskarsson,passing,43.707085,53.0,9.292915344238281
Kailin Barlow,passing,42.743294,52.0,9.256706237792969
Nicolás Valentini,passing,44.78342,54.0,9.21657943725586
